run_id,run_label,approach,model,reasoning,pipeline_version,metric,value,raw_metric,target,task_type,modality,shotset,dataset_key,representation,model_key,pathway,ci_low,ci_high,source_file,extraction_confidence,notes
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.6951219512195121,dispersion_high_low_accuracy,dispersion_high_low,classification,mri_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.647887323943662,dispersion_high_low_f1,dispersion_high_low,classification,mri_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.7926829268292683,relapse_accuracy,relapse,classification,mri_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.3703703703703703,relapse_f1,relapse,classification,mri_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,needle_single_token_rate,1.0,needle_single_token_rate,needle_retrieval,operational,mri_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,n_cases,100.0,n_predictions,operational,operational,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,n_skipped,0.0,n_skipped_missing_mri,operational,operational,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,mae,77.886097872,dispersion_mae,dispersion_regression,regression,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,rmse,111.65363615331744,dispersion_rmse,dispersion_regression,regression,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,spearman_rho,0.6200347579573644,dispersion_spearman_rho,dispersion_regression,regression,pathology_only,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/all_tiers_metrics_summary.csv,high,
